2025-09-11 at 14:56:56 | INFO | Бот запущен...
2025-09-11 at 14:56:58 | ERROR | Ошибка подключения к Redis: Error 11001 connecting to redis:6379. getaddrinfo failed.
2025-09-11 at 14:57:53 | INFO | Бот запущен...
2025-09-11 at 14:57:53 | INFO | Redis подключен успешно
2025-09-11 at 14:58:48 | INFO | Бот остановлен...
2025-09-11 at 14:58:48 | INFO | Redis соединение закрыто
2025-09-11 at 21:17:08 | INFO | Бот запущен...
2025-09-11 at 21:17:12 | ERROR | Ошибка подключения к Redis: Error Multiple exceptions: [Errno 10061] Connect call failed ('::1', 6379, 0, 0), [Errno 10061] Connect call failed ('127.0.0.1', 6379) connecting to localhost:6379.
2025-09-11 at 21:19:45 | INFO | Бот запущен...
2025-09-11 at 21:19:49 | ERROR | Ошибка подключения к Redis: Error Multiple exceptions: [Errno 10061] Connect call failed ('::1', 6379, 0, 0), [Errno 10061] Connect call failed ('127.0.0.1', 6379) connecting to localhost:6379.
2025-09-11 at 21:20:35 | INFO | Бот запущен...
2025-09-11 at 21:20:35 | INFO | Redis подключен успешно
2025-09-11 at 21:23:10 | INFO | Бот остановлен...
2025-09-11 at 21:23:10 | INFO | Redis соединение закрыто
2025-09-11 at 21:23:43 | INFO | Бот запущен...
2025-09-11 at 21:23:43 | INFO | Redis подключен успешно
2025-09-11 at 21:24:33 | INFO | Создана новая комната 10_071b017b пользователем 5254325840
2025-09-11 at 21:25:21 | INFO | Игрок 7022782558 присоединился к комнате 10_071b017b
2025-09-11 at 21:25:42 | INFO | [READY] tg_id=7022782558, room_id=10_071b017b
2025-09-11 at 21:25:48 | INFO | [READY] tg_id=5254325840, room_id=10_071b017b
2025-09-11 at 21:25:48 | INFO | [READY] Все игроки готовы, стартуем!
2025-09-11 at 21:25:49 | INFO | [Centrifugo] -> channel=user#5254325840, event=hand, status=True
2025-09-11 at 21:25:49 | INFO | [Centrifugo] -> channel=user#7022782558, event=hand, status=True
2025-09-11 at 21:25:49 | INFO | [Centrifugo] -> channel=room#10_071b017b, event=game_start, status=True
2025-09-11 at 21:37:59 | INFO | Бот остановлен...
2025-09-11 at 21:37:59 | INFO | Redis соединение закрыто
2025-09-11 at 21:38:12 | INFO | Бот запущен...
2025-09-11 at 21:38:12 | INFO | Redis подключен успешно
2025-09-11 at 21:39:14 | INFO | Бот остановлен...
2025-09-11 at 21:39:14 | INFO | Redis соединение закрыто
2025-09-11 at 21:39:26 | INFO | Бот запущен...
2025-09-11 at 21:39:26 | INFO | Redis подключен успешно
2025-09-11 at 21:41:02 | INFO | Бот остановлен...
2025-09-11 at 21:41:02 | INFO | Redis соединение закрыто
2025-09-11 at 21:41:15 | INFO | Бот запущен...
2025-09-11 at 21:41:15 | INFO | Redis подключен успешно
2025-09-11 at 21:44:15 | INFO | Бот остановлен...
2025-09-11 at 21:44:15 | INFO | Redis соединение закрыто
2025-09-11 at 21:44:22 | INFO | Бот запущен...
2025-09-11 at 21:44:22 | INFO | Redis подключен успешно
2025-09-11 at 21:44:37 | INFO | Бот запущен...
2025-09-11 at 21:44:37 | INFO | Redis подключен успешно
2025-09-11 at 21:44:45 | INFO | [MOVE] room_id=10_071b017b, tg_id=5254325840, cards=[['10', '♣'], ['8', '♣']]
2025-09-11 at 21:45:28 | INFO | Бот остановлен...
2025-09-11 at 21:45:28 | INFO | Redis соединение закрыто
2025-09-11 at 21:45:41 | INFO | Бот запущен...
2025-09-11 at 21:45:41 | INFO | Redis подключен успешно
2025-09-11 at 21:45:51 | INFO | [MOVE] room_id=10_071b017b, tg_id=5254325840, cards=[['10', '♣'], ['8', '♣']]
2025-09-11 at 21:46:32 | INFO | Бот остановлен...
2025-09-11 at 21:46:32 | INFO | Redis соединение закрыто
2025-09-11 at 21:46:44 | INFO | Бот запущен...
2025-09-11 at 21:46:44 | INFO | Redis подключен успешно
2025-09-11 at 21:46:51 | INFO | [MOVE] room_id=10_071b017b, tg_id=5254325840, cards=[['10', '♣'], ['8', '♣']]
2025-09-11 at 21:47:04 | INFO | Бот остановлен...
2025-09-11 at 21:47:04 | INFO | Redis соединение закрыто
2025-09-11 at 21:47:17 | INFO | Бот запущен...
2025-09-11 at 21:47:17 | INFO | Redis подключен успешно
2025-09-11 at 21:47:32 | INFO | [MOVE] room_id=10_071b017b, tg_id=5254325840, cards=[['10', '♣'], ['8', '♣']]
2025-09-11 at 21:47:48 | INFO | Бот остановлен...
2025-09-11 at 21:47:48 | INFO | Redis соединение закрыто
2025-09-11 at 21:48:01 | INFO | Бот запущен...
2025-09-11 at 21:48:01 | INFO | Redis подключен успешно
2025-09-11 at 21:48:12 | INFO | [MOVE] room_id=10_071b017b, tg_id=5254325840, cards=[['10', '♣'], ['8', '♣']]
2025-09-11 at 21:54:26 | INFO | Бот остановлен...
2025-09-11 at 21:54:26 | INFO | Redis соединение закрыто
2025-09-11 at 21:54:38 | INFO | Бот запущен...
2025-09-11 at 21:54:38 | INFO | Redis подключен успешно
2025-09-11 at 21:54:45 | INFO | [MOVE] room_id=10_071b017b, tg_id=5254325840, cards=[['10', '♣'], ['8', '♣']]
2025-09-11 at 21:54:45 | INFO | [MOVE] Игрок 5254325840 атаковал [('10', '♣'), ('8', '♣')]
2025-09-11 at 21:54:46 | INFO | [Centrifugo] -> channel=room#10_071b017b, event=move, status=True
2025-09-11 at 21:56:04 | INFO | [MOVE] room_id=10_071b017b, tg_id=7022782558, cards=[['9', '♦'], ['A', '♣']]
2025-09-11 at 21:56:04 | INFO | [MOVE] Победитель раздачи: 7022782558
2025-09-11 at 21:56:04 | INFO | [Centrifugo] -> channel=room#10_071b017b, event=move, status=True
2025-09-12 at 10:21:30 | INFO | Бот запущен...
2025-09-12 at 10:21:30 | INFO | Redis подключен успешно
2025-09-12 at 10:29:48 | INFO | [MOVE] room_id=10_071b017b, tg_id=7022782558, cards=[['6', '♥']]
2025-09-12 at 10:37:21 | INFO | Бот остановлен...
2025-09-12 at 10:37:21 | INFO | Redis соединение закрыто
2025-09-12 at 10:37:28 | INFO | Бот запущен...
2025-09-12 at 10:37:28 | INFO | Redis подключен успешно
2025-09-12 at 10:38:21 | INFO | Бот запущен...
2025-09-12 at 10:38:21 | INFO | Redis подключен успешно
2025-09-12 at 10:39:26 | INFO | [TEST] Создана тестовая комната 10_a42fe7db
2025-09-12 at 10:44:10 | INFO | [MOVE] room_id=10_a42fe7db, tg_id=7022782558, cards=[['8', '♠']]
2025-09-12 at 10:44:10 | INFO | [MOVE] Игрок 7022782558 атаковал [('8', '♠')]
2025-09-12 at 10:44:11 | INFO | [Centrifugo] -> channel=room#10_a42fe7db, event=move, status=True
2025-09-12 at 10:44:38 | INFO | [MOVE] room_id=10_a42fe7db, tg_id=5254325840, cards=[['8', '♦']]
2025-09-12 at 10:44:38 | INFO | [MOVE] Победитель раздачи: 7022782558
2025-09-12 at 10:44:39 | INFO | [Centrifugo] -> channel=room#10_a42fe7db, event=move, status=True
2025-09-12 at 10:45:38 | INFO | [MOVE] room_id=10_a42fe7db, tg_id=7022782558, cards=[['J', '♣']]
2025-09-12 at 10:45:38 | INFO | [MOVE] Игрок 7022782558 атаковал [('J', '♣')]
2025-09-12 at 10:45:39 | INFO | [Centrifugo] -> channel=room#10_a42fe7db, event=move, status=True
2025-09-12 at 10:46:03 | INFO | [MOVE] room_id=10_a42fe7db, tg_id=5254325840, cards=[['A', '♣']]
2025-09-12 at 10:46:03 | INFO | [MOVE] Победитель раздачи: 5254325840
2025-09-12 at 10:46:04 | INFO | [Centrifugo] -> channel=room#10_a42fe7db, event=move, status=True
2025-09-12 at 10:46:44 | INFO | [MOVE] room_id=10_a42fe7db, tg_id=5254325840, cards=[['Q', '♠']]
2025-09-12 at 10:46:44 | INFO | [MOVE] Игрок 5254325840 атаковал [('Q', '♠')]
2025-09-12 at 10:46:45 | INFO | [Centrifugo] -> channel=room#10_a42fe7db, event=move, status=True
2025-09-12 at 10:47:08 | INFO | [MOVE] room_id=10_a42fe7db, tg_id=7022782558, cards=[['K', '♠']]
2025-09-12 at 10:48:02 | INFO | [MOVE] room_id=10_a42fe7db, tg_id=7022782558, cards=[['7', '♦']]
2025-09-12 at 10:48:47 | INFO | [MOVE] room_id=10_a42fe7db, tg_id=7022782558, cards=[['9', '♠']]
2025-09-12 at 10:48:47 | INFO | [MOVE] Победитель раздачи: 5254325840
2025-09-12 at 10:48:48 | INFO | [Centrifugo] -> channel=room#10_a42fe7db, event=move, status=True
